targetID	alnScore	seqIdentity	eVal	locus_tag_nissle	locus_tag_k12
NZ_CP082949.1_cds_WP_000047170.1_1317	NC_000913.3_cds_NP_417177.1_2657	0.989	2631	K8943_RS06740	b2697
NZ_CP082949.1_cds_WP_000047434.1_26	NC_000913.3_cds_NP_415957.1_1427	0.968	1146	K8943_RS00130	b1440
NZ_CP082949.1_cds_WP_000047499.1_2539	NC_000913.3_cds_NP_418227.1_3719	0.989	1266	K8943_RS12975	b3780
NZ_CP082949.1_cds_WP_000047539.1_3043	NC_000913.3_cds_NP_418664.2_4158	0.963	387	K8943_RS15620	b4243
NZ_CP082949.1_cds_WP_000048231.1_4179	NC_000913.3_cds_NP_415488.1_944	0.949	279	K8943_RS21445	b0968
NZ_CP082949.1_cds_WP_000049213.1_2094	NC_000913.3_cds_NP_417824.1_3302	0.976	2544	K8943_RS10710	b3365
NZ_CP082949.1_cds_WP_000049378.1_4056	NC_000913.3_cds_NP_415356.1_811	0.985	1326	K8943_RS20825	b0835
NZ_CP082949.1_cds_WP_000050139.1_2380	NC_000913.3_cds_NP_418096.4_3584	0.983	1221	K8943_RS12145	b3639
NZ_CP082949.1_cds_WP_000050274.1_2551	NC_000913.3_cds_NP_418239.1_3731	0.976	1251	K8943_RS13035	b3792
NZ_CP082949.1_cds_WP_000050328.1_3859	NC_000913.3_cds_NP_415145.1_605	0.974	1464	K8943_RS19770	b0612
NZ_CP082949.1_cds_WP_000050789.1_878	NC_000913.3_cds_NP_416691.1_2168	0.984	1008	K8943_RS04460	b2186
NZ_CP082949.1_cds_WP_000051146.1_3748	NC_000913.3_cds_NP_414999.1_457	0.95	162	K8943_RS19210	b0466
NZ_CP082949.1_cds_WP_000051575.1_4535	NC_000913.3_cds_NP_415710.1_1168	0.975	915	K8943_RS23255	b1192
NZ_CP082949.1_cds_WP_000051841.1_1970	NC_000913.3_cds_NP_417709.2_3187	0.99	204	K8943_RS10055	b3242
NZ_CP082949.1_cds_WP_000052186.1_3632	NC_000913.3_cds_NP_414865.1_326	0.955	891	K8943_RS18625	b0331
NZ_CP082949.1_cds_WP_000052796.1_3854	NC_000913.3_cds_NP_415138.1_598	0.996	564	K8943_RS19745	b0605
NZ_CP082949.1_cds_WP_000053086.1_4160	NC_000913.3_cds_NP_415469.1_925	0.971	1908	K8943_RS21350	b0949
NZ_CP082949.1_cds_WP_000053414.1_3976	NC_000913.3_cds_NP_415278.1_731	0.979	1149	K8943_RS20425	b0757
NZ_CP082949.1_cds_WP_000054239.1_1952	NC_000913.3_cds_NP_417690.1_3168	0.982	690	K8943_RS09965	b3223
NZ_CP082949.1_cds_WP_000054625.1_1385	NC_000913.3_cds_NP_417248.1_2728	0.965	576	K8943_RS07080	b2768
NZ_CP082949.1_cds_WP_000055072.1_3026	NC_000913.3_cds_NP_418647.1_4142	0.975	531	K8943_RS15535	b4226
NZ_CP082949.1_cds_WP_000055119.1_2553	NC_000913.3_cds_NP_418241.1_3733	0.976	1353	K8943_RS13045	b3793
NZ_CP082949.1_cds_WP_000055746.1_3437	NC_000913.3_cds_NP_414727.1_187	0.966	960	K8943_RS17610	b0185
NZ_CP082949.1_cds_WP_000055909.1_1972	NC_000913.3_cds_NP_417711.1_3189	0.979	1446	K8943_RS10065	b3244
NZ_CP082949.1_cds_WP_000055976.1_4153	NC_000913.3_cds_NP_415455.1_911	0.946	1146	K8943_RS21315	b0935
NZ_CP082949.1_cds_WP_000056450.1_4040	NC_000913.3_cds_NP_415339.1_794	0.954	1112	K8943_RS20745	b0818
NZ_CP082949.1_cds_WP_000056556.1_4134	NC_000913.3_cds_NP_415436.1_892	0.97	1233	K8943_RS21220	b0916
NZ_CP082949.1_cds_WP_000056760.1_2991	NC_000913.3_cds_NP_418617.1_4114	0.958	651	K8943_RS15360	b4196
NZ_CP082949.1_cds_WP_000057086.1_3414	NC_000913.3_cds_NP_414702.1_163	0.984	1518	K8943_RS17495	b0160
NZ_CP082949.1_cds_WP_000057158.1_4125	NC_000913.3_cds_NP_415427.1_883	0.942	1089	K8943_RS21175	b0907
NZ_CP082949.1_cds_WP_000057387.1_2082	NC_000913.3_cds_NP_417812.1_3289	0.965	1023	K8943_RS10650	b3353
NZ_CP082949.1_cds_WP_000058492.1_738	NC_000913.3_cds_NP_416550.1_2030	0.966	1479	K8943_RS03760	b2046
NZ_CP082949.1_cds_WP_000058957.1_2526	NC_000913.3_cds_NP_418214.2_3707	0.974	1521	K8943_RS12910	b3765
NZ_CP082949.1_cds_WP_000059111.1_2468	NC_000913.3_cds_NP_418157.1_3649	0.987	1404	K8943_RS12590	b3702
NZ_CP082949.1_cds_WP_000059395.1_1752	NC_000913.3_cds_NP_417489.1_2965	0.983	1413	K8943_RS08945	b3017
NZ_CP082949.1_cds_WP_000059424.1_1389	NC_000913.3_cds_YP_026183.1_2732	0.967	1455	K8943_RS07100	b4463
NZ_CP082949.1_cds_WP_000059466.1_1903	NC_000913.3_cds_NP_417634.1_3110	1.0	270	K8943_RS09710	b3165
NZ_CP082949.1_cds_WP_000059916.1_2890	NC_000913.3_cds_NP_418516.1_4011	0.945	759	K8943_RS14835	b4092
NZ_CP082949.1_cds_WP_000060112.1_2466	NC_000913.3_cds_NP_418155.1_3647	0.985	1074	K8943_RS12580	b3700
NZ_CP082949.1_cds_WP_000060504.1_83	NC_000913.3_cds_NP_416016.1_1486	0.981	762	K8943_RS00415	b1499
NZ_CP082949.1_cds_WP_000060964.1_3023	NC_000913.3_cds_NP_418642.1_4138	0.975	3780	K8943_RS15520	b4221
NZ_CP082949.1_cds_WP_000061178.1_32	NC_000913.3_cds_NP_415962.2_1433	0.988	174	K8943_RS00160	b1445
NZ_CP082949.1_cds_WP_000061768.1_3064	NC_000913.3_cds_NP_418690.4_4184	0.977	1020	K8943_RS15725	b4269
NZ_CP082949.1_cds_WP_000061974.1_192	NC_000913.3_cds_NP_416156.4_1632	0.948	330	K8943_RS00970	b1639
NZ_CP082949.1_cds_WP_000062311.1_3441	NC_000913.3_cds_NP_414731.2_191	0.968	255	K8943_RS17630	b0189
NZ_CP082949.1_cds_WP_000062478.1_3860	NC_000913.3_cds_NP_415146.1_606	0.968	879	K8943_RS19775	b0613
NZ_CP082949.1_cds_WP_000062611.1_2034	NC_000913.3_cds_NP_417765.1_3241	1.0	393	K8943_RS10410	b3306
NZ_CP082949.1_cds_WP_000062878.1_3261	NC_000913.3_cds_NP_414561.1_20	0.853	896	K8943_RS16730	b0020
NZ_CP082949.1_cds_WP_000062997.1_992	NC_000913.3_cds_NP_416791.3_2269	0.995	444	K8943_RS05035	b2288
NZ_CP082949.1_cds_WP_000063125.1_2492	NC_000913.3_cds_NP_418181.1_3674	0.987	774	K8943_RS12710	b3725
NZ_CP082949.1_cds_WP_000063507.1_2681	NC_000913.3_cds_NP_418343.1_3837	0.98	1035	K8943_RS13725	b3907
NZ_CP082949.1_cds_WP_000063608.1_4565	NC_000913.3_cds_NP_415734.1_1195	0.979	1101	K8943_RS23405	b1216
NZ_CP082949.1_cds_WP_000063990.1_4186	NC_000913.3_cds_NP_415495.1_951	0.959	399	K8943_RS21485	b0976
NZ_CP082949.1_cds_WP_000064718.1_1331	NC_000913.3_cds_NP_417191.1_2671	0.97	1134	K8943_RS06810	b2711
NZ_CP082949.1_cds_WP_000065253.1_1267	NC_000913.3_cds_NP_417097.1_2586	1.0	348	K8943_RS06460	b2606
NZ_CP082949.1_cds_WP_000065430.1_1763	NC_000913.3_cds_NP_417500.1_2976	0.981	582	K8943_RS09000	b3028
NZ_CP082949.1_cds_WP_000065791.1_2239	NC_000913.3_cds_NP_417960.1_3441	0.948	426	K8943_RS11435	b3503
NZ_CP082949.1_cds_WP_000065933.1_2177	NC_000913.3_cds_NP_417899.1_3377	0.972	1179	K8943_RS11125	b3442
NZ_CP082949.1_cds_WP_000065950.1_1484	NC_000913.3_cds_NP_417322.1_2803	0.985	1230	K8943_RS07590	b2845
NZ_CP082949.1_cds_WP_000066490.1_4193	NC_000913.3_cds_NP_415510.1_967	0.99	213	K8943_RS21520	b0990
NZ_CP082949.1_cds_WP_000066560.1_3157	NC_000913.3_cds_NP_418736.3_4226	0.994	726	K8943_RS16195	b4316
NZ_CP082949.1_cds_WP_000066639.1_164	NC_000913.3_cds_NP_416129.1_1604	0.986	1647	K8943_RS00830	b1612
NZ_CP082949.1_cds_WP_000066699.1_2919	NC_000913.3_cds_NP_418546.1_4040	0.974	1647	K8943_RS14980	b4122
NZ_CP082949.1_cds_WP_000066983.1_492	NC_000913.3_cds_NP_416393.1_1877	0.975	2079	K8943_RS02485	b1879
NZ_CP082949.1_cds_WP_000067399.1_1340	NC_000913.3_cds_NP_417199.1_2679	0.964	768	K8943_RS06855	b2719
NZ_CP082949.1_cds_WP_000067755.1_4113	NC_000913.3_cds_NP_415412.1_868	0.987	1344	K8943_RS21115	b0892
NZ_CP082949.1_cds_WP_000067950.1_548	NC_000913.3_cds_NP_416449.1_1932	0.985	996	K8943_RS02780	b1939
NZ_CP082949.1_cds_WP_000068076.1_4590	NC_000913.3_cds_NP_415754.1_1215	0.988	618	K8943_RS23545	b1238
NZ_CP082949.1_cds_WP_000068457.1_1007	NC_000913.3_cds_NP_416806.1_2284	0.997	363	K8943_RS05110	b2303
NZ_CP082949.1_cds_WP_000068679.1_3231	NC_000913.3_cds_NP_418810.1_4304	0.993	327	K8943_RS16580	b4393
NZ_CP082949.1_cds_WP_000068690.1_1525	NC_000913.3_cds_NP_417381.1_2856	0.971	1095	K8943_RS07800	b2905
NZ_CP082949.1_cds_WP_000068846.1_2706	NC_000913.3_cds_NP_418368.1_3862	0.981	960	K8943_RS13850	b3933
NZ_CP082949.1_cds_WP_000068938.1_2933	NC_000913.3_cds_NP_418559.1_4054	0.981	1698	K8943_RS15055	b4136
NZ_CP082949.1_cds_WP_000069372.1_255	NC_000913.3_cds_NP_416217.1_1695	0.98	2379	K8943_RS01295	b1702
NZ_CP082949.1_cds_WP_000069437.1_2936	NC_000913.3_cds_NP_418562.4_4057	0.992	1437	K8943_RS15070	b4139
NZ_CP082949.1_cds_WP_000070131.1_4013	NC_000913.3_cds_NP_415314.1_767	0.974	1134	K8943_RS20610	b0793
NZ_CP082949.1_cds_WP_000070491.1_4570	NC_000913.3_cds_NP_415739.1_1200	0.984	651	K8943_RS23430	b1221
NZ_CP082949.1_cds_WP_000070621.1_974	NC_000913.3_cds_NP_416769.1_2247	0.983	306	K8943_RS04945	b2266
NZ_CP082949.1_cds_WP_000071137.1_1912	NC_000913.3_cds_NP_417643.1_3121	0.972	1338	K8943_RS09765	b3176
NZ_CP082949.1_cds_WP_000072187.1_1871	NC_000913.3_cds_NP_417600.1_3077	0.971	810	K8943_RS09550	b3131
NZ_CP082949.1_cds_WP_000072533.1_4519	NC_000913.3_cds_NP_415694.1_1150	0.988	696	K8943_RS23175	b1176
NZ_CP082949.1_cds_WP_000073030.1_289	NC_000913.3_cds_NP_416251.1_1729	0.971	1359	K8943_RS01465	b1737
NZ_CP082949.1_cds_WP_000073572.1_2183	NC_000913.3_cds_NP_417906.1_3385	0.956	744	K8943_RS11155	b3449
NZ_CP082949.1_cds_WP_000074159.1_4360	NC_000913.3_cds_NP_415571.1_1026	0.982	1227	K8943_RS22355	b1053
NZ_CP082949.1_cds_WP_000074211.1_3819	NC_000913.3_cds_NP_415104.1_562	0.965	1373	K8943_RS19570	b0572
NZ_CP082949.1_cds_WP_000074527.1_994	NC_000913.3_cds_NP_416793.1_2271	0.988	1218	K8943_RS05045	b2290
NZ_CP082949.1_cds_WP_000074795.1_1955	NC_000913.3_cds_NP_417693.3_3171	0.949	792	K8943_RS09980	b3226
NZ_CP082949.1_cds_WP_000075386.1_4677	NC_000913.3_cds_NP_415836.1_1304	0.939	999	K8943_RS23980	b1320
NZ_CP082949.1_cds_WP_000075744.1_3338	NC_000913.3_cds_NP_414635.1_94	0.992	831	K8943_RS17115	b0093
NZ_CP082949.1_cds_WP_000075845.1_3927	NC_000913.3_cds_NP_415219.1_671	0.984	1320	K8943_RS20145	b0692
NZ_CP082949.1_cds_WP_000076001.1_1169	NC_000913.3_cds_NP_416999.1_2482	1.0	192	K8943_RS05955	b2504
NZ_CP082949.1_cds_WP_000076233.1_3636	NC_000913.3_cds_NP_414870.1_330	0.973	1260	K8943_RS18645	b0336
NZ_CP082949.1_cds_WP_000076277.1_2974	NC_000913.3_cds_NP_418600.4_4097	0.981	2442	K8943_RS15275	b4179
NZ_CP082949.1_cds_WP_000077100.1_4111	NC_000913.3_cds_NP_415410.1_866	0.963	4044	K8943_RS21105	b0890
NZ_CP082949.1_cds_WP_000077285.1_53	NC_000913.3_cds_NP_415979.2_1448	0.936	570	K8943_RS00265	b1462
NZ_CP082949.1_cds_WP_000077767.1_3834	NC_000913.3_cds_NP_415118.1_578	0.956	3854	K8943_RS19645	b0586
NZ_CP082949.1_cds_WP_000077879.1_284	NC_000913.3_cds_YP_025308.1_1724	0.965	2258	K8943_RS01440	b1732
NZ_CP082949.1_cds_WP_000078058.1_2483	NC_000913.3_cds_NP_418171.1_3664	0.813	666	K8943_RS12665	b3715
NZ_CP082949.1_cds_WP_000078346.1_2006	NC_000913.3_cds_NP_417737.1_3213	0.978	759	K8943_RS10235	b3271
NZ_CP082949.1_cds_WP_000078752.1_286	NC_000913.3_cds_NP_416248.1_1726	0.966	1353	K8943_RS01450	b1734
NZ_CP082949.1_cds_WP_000079112.1_1256	NC_000913.3_cds_NP_417085.1_2575	0.969	981	K8943_RS06405	b2594
NZ_CP082949.1_cds_WP_000079263.1_741	NC_000913.3_cds_NP_416553.1_2033	0.969	1437	K8943_RS03775	b2049
NZ_CP082949.1_cds_WP_000079699.1_532	NC_000913.3_cds_NP_416433.1_1920	0.899	527	K8943_RS02700	b1923
NZ_CP082949.1_cds_WP_000080122.1_717	NC_000913.3_cds_NP_416526.4_2006	0.959	1068	K8943_RS03655	b2022
NZ_CP082949.1_cds_WP_000080731.1_251	NC_000913.3_cds_NP_416213.1_1691	0.978	939	K8943_RS01275	b1698
NZ_CP082949.1_cds_WP_000080885.1_4003	NC_000913.3_cds_NP_415304.1_757	0.985	486	K8943_RS20560	b0783
NZ_CP082949.1_cds_WP_000080947.1_1298	NC_000913.3_cds_NP_417160.1_2641	0.975	411	K8943_RS06620	b2674
NZ_CP082949.1_cds_WP_000081072.1_253	NC_000913.3_cds_NP_416215.1_1693	0.976	294	K8943_RS01285	b1700
NZ_CP082949.1_cds_WP_000081550.1_1365	NC_000913.3_cds_NP_417221.1_2701	0.99	993	K8943_RS06980	b2741
NZ_CP082949.1_cds_WP_000081652.1_1949	NC_000913.3_cds_NP_417680.1_3158	0.965	1419	K8943_RS09950	b3213
NZ_CP082949.1_cds_WP_000081882.1_2142	NC_000913.3_cds_YP_026218.1_3353	0.98	2394	K8943_RS10950	b3417
NZ_CP082949.1_cds_WP_000081990.1_300	NC_000913.3_cds_NP_416262.1_1740	0.971	1221	K8943_RS01520	b1748
NZ_CP082949.1_cds_WP_000082127.1_513	NC_000913.3_cds_NP_416416.2_1901	0.972	252	K8943_RS02590	b4537
NZ_CP082949.1_cds_WP_000082183.1_1470	NC_000913.3_cds_NP_417308.1_2789	0.972	690	K8943_RS07520	b2831
NZ_CP082949.1_cds_WP_000082779.1_3131	NC_000913.3_cds_NP_418720.1_4208	0.998	783	K8943_RS16065	b4300
NZ_CP082949.1_cds_WP_000082846.1_3318	NC_000913.3_cds_NP_414616.1_75	0.97	1572	K8943_RS17015	b0074
NZ_CP082949.1_cds_WP_000083021.1_1249	NC_000913.3_cds_NP_417079.1_2566	0.972	2661	K8943_RS06350	b2584
NZ_CP082949.1_cds_WP_000083050.1_1726	NC_000913.3_cds_NP_417468.1_2946	0.975	1704	K8943_RS08815	b2994
NZ_CP082949.1_cds_WP_000083216.1_2887	NC_000913.3_cds_NP_418513.4_4008	0.977	891	K8943_RS14820	b4089
NZ_CP082949.1_cds_WP_000083369.1_3266	NC_000913.3_cds_NP_414568.1_27	0.981	495	K8943_RS16755	b0027
NZ_CP082949.1_cds_WP_000083433.1_3622	NC_000913.3_cds_NP_414855.1_316	0.97	1419	K8943_RS18575	b0321
NZ_CP082949.1_cds_WP_000083664.1_1240	NC_000913.3_cds_NP_417070.2_2557	0.978	738	K8943_RS06305	b2575
NZ_CP082949.1_cds_WP_000084125.1_1700	NC_000913.3_cds_NP_417450.1_2927	0.981	2172	K8943_RS08685	b2976
NZ_CP082949.1_cds_WP_000084170.1_2189	NC_000913.3_cds_NP_417912.1_3391	0.959	768	K8943_RS11185	b3455
NZ_CP082949.1_cds_WP_000084268.1_2700	NC_000913.3_cds_NP_418362.1_3856	0.995	846	K8943_RS13820	b3927
NZ_CP082949.1_cds_WP_000084387.1_4681	NC_000913.3_cds_NP_415840.1_1308	0.992	507	K8943_RS24000	b1324
NZ_CP082949.1_cds_WP_000084467.1_3898	NC_000913.3_cds_NP_415192.1_650	0.993	468	K8943_RS19965	b0659
NZ_CP082949.1_cds_WP_000084526.1_1890	NC_000913.3_cds_NP_417621.2_3096	0.946	636	K8943_RS09645	b3152
NZ_CP082949.1_cds_WP_000084632.1_4002	NC_000913.3_cds_NP_415303.1_756	0.982	513	K8943_RS20555	b0782
NZ_CP082949.1_cds_WP_000084677.1_2288	NC_000913.3_cds_NP_417999.1_3480	0.967	903	K8943_RS11680	b3542
NZ_CP082949.1_cds_WP_000084762.1_2095	NC_000913.3_cds_NP_417825.1_3303	0.966	327	K8943_RS10715	b3366
NZ_CP082949.1_cds_WP_000085248.1_312	NC_000913.3_cds_NP_416274.1_1752	0.97	273	K8943_RS01580	b1760
NZ_CP082949.1_cds_WP_000085973.1_2478	NC_000913.3_cds_NP_418166.1_3659	0.967	1176	K8943_RS12640	b3710
NZ_CP082949.1_cds_WP_000086197.1_4569	NC_000913.3_cds_NP_415738.2_1199	0.979	1395	K8943_RS23425	b1220
NZ_CP082949.1_cds_WP_000086709.1_1001	NC_000913.3_cds_NP_416800.1_2278	0.975	2145	K8943_RS05080	b2297
NZ_CP082949.1_cds_WP_000086884.1_4055	NC_000913.3_cds_NP_415355.1_810	0.968	1329	K8943_RS20820	b0834
NZ_CP082949.1_cds_WP_000087205.1_118	NC_000913.3_cds_NP_416050.4_1517	0.974	890	K8943_RS00590	b1533
NZ_CP082949.1_cds_WP_000087285.1_1139	NC_000913.3_cds_NP_416960.1_2441	0.966	2004	K8943_RS05805	b2465
NZ_CP082949.1_cds_WP_000087763.1_4192	NC_000913.3_cds_NP_415509.1_966	0.976	211	K8943_RS21515	b0989
NZ_CP082949.1_cds_WP_000087998.1_3933	NC_000913.3_cds_NP_415225.1_677	0.961	2049	K8943_RS20175	b0697
NZ_CP082949.1_cds_WP_000088916.1_871	NC_000913.3_cds_NP_416684.1_2161	0.975	1026	K8943_RS04425	b2179
NZ_CP082949.1_cds_WP_000089506.1_2329	NC_000913.3_cds_NP_418038.1_3522	0.947	663	K8943_RS11890	b3581
NZ_CP082949.1_cds_WP_000089698.1_1904	NC_000913.3_cds_NP_417635.1_3111	0.96	945	K8943_RS09715	b3166
NZ_CP082949.1_cds_WP_000089731.1_3857	NC_000913.3_cds_NP_415143.1_603	0.992	411	K8943_RS19760	b0610
NZ_CP082949.1_cds_WP_000090097.1_3964	NC_000913.3_cds_NP_415266.1_719	0.997	429	K8943_RS20330	b0738
NZ_CP082949.1_cds_WP_000090180.1_4051	NC_000913.3_cds_NP_415351.1_806	0.982	1539	K8943_RS20800	b0830
NZ_CP082949.1_cds_WP_000090568.1_2103	NC_000913.3_cds_NP_417839.1_3316	0.964	1227	K8943_RS10755	b3380
NZ_CP082949.1_cds_WP_000090775.1_2026	NC_000913.3_cds_NP_417757.1_3233	1.0	357	K8943_RS10370	b3298
NZ_CP082949.1_cds_WP_000091016.1_4039	NC_000913.3_cds_NP_415338.1_793	0.985	468	K8943_RS20740	b0817
NZ_CP082949.1_cds_WP_000091149.1_408	NC_000913.3_cds_NP_416368.1_1850	0.98	1443	K8943_RS02060	b1854
NZ_CP082949.1_cds_WP_000091198.1_110	NC_000913.3_cds_NP_416048.2_1515	0.986	384	K8943_RS00550	b1531
NZ_CP082949.1_cds_WP_000091263.1_859	NC_000913.3_cds_NP_416673.1_2149	0.994	939	K8943_RS04365	b2168
NZ_CP082949.1_cds_WP_000091291.1_913	NC_000913.3_cds_NP_416709.1_2185	0.991	696	K8943_RS04640	b2205
NZ_CP082949.1_cds_WP_000091466.1_2074	NC_000913.3_cds_NP_417805.4_3281	0.99	723	K8943_RS10610	b3346
NZ_CP082949.1_cds_WP_000091573.1_3196	NC_000913.3_cds_YP_026290.1_4269	0.987	915	K8943_RS16390	b4357
NZ_CP082949.1_cds_WP_000091699.1_1585	NC_000913.3_cds_NP_417437.1_2913	0.985	276	K8943_RS08105	b2962
NZ_CP082949.1_cds_WP_000091856.1_147	NC_000913.3_cds_NP_416113.1_1586	0.979	1254	K8943_RS00735	b1596
NZ_CP082949.1_cds_WP_000091945.1_2033	NC_000913.3_cds_NP_417764.1_3240	0.998	534	K8943_RS10405	b3305
NZ_CP082949.1_cds_WP_000091955.1_2378	NC_000913.3_cds_NP_418094.1_3582	1.0	237	K8943_RS12135	b3637
NZ_CP082949.1_cds_WP_000092069.1_3660	NC_000913.3_cds_NP_414912.1_371	0.985	1095	K8943_RS18765	b0378
NZ_CP082949.1_cds_WP_000092206.1_4372	NC_000913.3_cds_NP_415583.4_1038	0.982	1209	K8943_RS22415	b1065
NZ_CP082949.1_cds_WP_000092695.1_2019	NC_000913.3_cds_YP_588467.1_3226	0.977	219	K8943_RS10335	b4550
NZ_CP082949.1_cds_WP_000092909.1_2930	NC_000913.3_cds_NP_418556.1_4051	0.991	1335	K8943_RS15035	b4132
NZ_CP082949.1_cds_WP_000093154.1_2913	NC_000913.3_cds_NP_418539.1_4033	0.978	1338	K8943_RS14950	b4115
NZ_CP082949.1_cds_WP_000093271.1_2340	NC_000913.3_cds_NP_418056.1_3540	0.976	1914	K8943_RS11945	b3599
NZ_CP082949.1_cds_WP_000093619.1_203	NC_000913.3_cds_NP_416167.1_1643	0.969	1098	K8943_RS01025	b1650
NZ_CP082949.1_cds_WP_000093813.1_3228	NC_000913.3_cds_NP_418807.4_4301	0.968	1233	K8943_RS16565	b4390
NZ_CP082949.1_cds_WP_000093934.1_3558	NC_000913.3_cds_NP_414762.1_224	0.925	687	K8943_RS18245	b0227
NZ_CP082949.1_cds_WP_000094025.1_3449	NC_000913.3_cds_NP_414737.1_198	0.968	708	K8943_RS17670	b0195
NZ_CP082949.1_cds_WP_000094544.1_2652	NC_000913.3_cds_NP_418317.1_3811	0.656	404	K8943_RS13580	b3881
NZ_CP082949.1_cds_WP_000094725.1_1816	NC_000913.3_cds_NP_417543.1_3021	0.976	1521	K8943_RS09270	b3072
NZ_CP082949.1_cds_WP_000095005.1_1686	NC_000913.3_cds_YP_010051197.1_2920	0.95	861	K8943_RS08615	b2969
NZ_CP082949.1_cds_WP_000095186.1_1744	NC_000913.3_cds_YP_026196.1_2964	0.963	2220	K8943_RS08905	b4469
NZ_CP082949.1_cds_WP_000095707.1_1000	NC_000913.3_cds_NP_416799.1_2277	0.995	1203	K8943_RS05075	b2296
NZ_CP082949.1_cds_WP_000096035.1_2786	NC_000913.3_cds_NP_418443.1_3935	0.956	3680	K8943_RS14315	b4019
NZ_CP082949.1_cds_WP_000096086.1_1845	NC_000913.3_cds_NP_417571.1_3050	0.973	300	K8943_RS09415	b3100
NZ_CP082949.1_cds_WP_000096497.1_4389	NC_000913.3_cds_NP_415600.1_1055	0.982	1644	K8943_RS22500	b1082
NZ_CP082949.1_cds_WP_000096640.1_1103	NC_000913.3_cds_NP_416913.1_2394	0.967	852	K8943_RS05625	b2418
NZ_CP082949.1_cds_WP_000096764.1_3835	NC_000913.3_cds_NP_415119.1_579	0.945	1134	K8943_RS19650	b0587
NZ_CP082949.1_cds_WP_000096851.1_3979	NC_000913.3_cds_NP_415281.1_734	0.975	1473	K8943_RS20440	b0760
NZ_CP082949.1_cds_WP_000097098.1_1406	NC_000913.3_cds_NP_417269.1_2749	0.968	1353	K8943_RS07185	b2789
NZ_CP082949.1_cds_WP_000097371.1_825	NC_000913.3_cds_NP_416637.1_2115	0.977	1716	K8943_RS04195	b2133
NZ_CP082949.1_cds_WP_000097574.1_3968	NC_000913.3_cds_NP_415270.1_723	0.992	792	K8943_RS20350	b0742
NZ_CP082949.1_cds_WP_000097806.1_4716	NC_000913.3_cds_NP_415924.1_1394	0.951	861	K8943_RS24175	b1406
NZ_CP082949.1_cds_WP_000098025.1_1880	NC_000913.3_cds_NP_417607.1_3082	0.991	477	K8943_RS09595	b3138
NZ_CP082949.1_cds_WP_000098258.1_1404	NC_000913.3_cds_NP_417267.1_2747	0.966	1341	K8943_RS07175	b2787
NZ_CP082949.1_cds_WP_000098433.1_3716	NC_000913.3_cds_NP_414967.1_425	0.977	1476	K8943_RS19045	b0433
NZ_CP082949.1_cds_WP_000098598.1_1559	NC_000913.3_cds_YP_026188.1_2885	0.968	1992	K8943_RS07970	b2935
NZ_CP082949.1_cds_WP_000098818.1_3201	NC_000913.3_cds_NP_418782.1_4274	0.996	540	K8943_RS16415	b4362
NZ_CP082949.1_cds_WP_000098896.1_215	NC_000913.3_cds_NP_416178.1_1655	0.986	1149	K8943_RS01085	b1661
NZ_CP082949.1_cds_WP_000099265.1_2186	NC_000913.3_cds_NP_417909.1_3388	0.961	888	K8943_RS11170	b3452
NZ_CP082949.1_cds_WP_000099498.1_4632	NC_000913.3_cds_NP_415792.1_1257	0.977	2676	K8943_RS23755	b1276
NZ_CP082949.1_cds_WP_000099829.1_3954	NC_000913.3_cds_NP_415255.1_707	0.978	1218	K8943_RS20280	b0727
NZ_CP082949.1_cds_WP_000100203.1_509	NC_000913.3_cds_YP_026162.2_1897	0.978	987	K8943_RS02570	b4460
NZ_CP082949.1_cds_WP_000100429.1_1412	NC_000913.3_cds_NP_417274.1_2754	0.989	849	K8943_RS07215	b2794
NZ_CP082949.1_cds_WP_000100799.1_4033	NC_000913.3_cds_NP_415333.1_787	0.99	504	K8943_RS20710	b0812
NZ_CP082949.1_cds_WP_000100937.1_187	NC_000913.3_cds_NP_416151.1_1627	0.986	1503	K8943_RS00945	b1634
NZ_CP082949.1_cds_WP_000101055.1_4518	NC_000913.3_cds_NP_415693.1_1149	0.992	813	K8943_RS23170	b1175
NZ_CP082949.1_cds_WP_000101207.1_208	NC_000913.3_cds_NP_416172.1_1648	0.971	828	K8943_RS01050	b1655
NZ_CP082949.1_cds_WP_000101640.1_2980	NC_000913.3_cds_NP_418606.1_4103	0.938	639	K8943_RS15305	b4185
NZ_CP082949.1_cds_WP_000101718.1_881	NC_000913.3_cds_NP_417111.1_2600	0.659	230	K8943_RS04480	b2622
NZ_CP082949.1_cds_WP_000101737.1_3746	NC_000913.3_cds_NP_414997.1_455	0.992	648	K8943_RS19200	b0464
NZ_CP082949.1_cds_WP_000102278.1_211	NC_000913.3_cds_YP_001165321.1_1651	0.988	90	K8943_RS01065	b4602
NZ_CP082949.1_cds_WP_000102319.1_2514	NC_000913.3_cds_YP_026244.1_3696	0.987	1869	K8943_RS12820	b3747
NZ_CP082949.1_cds_WP_000102485.1_3367	NC_000913.3_cds_NP_414658.1_116	0.988	1425	K8943_RS17260	b0116
NZ_CP082949.1_cds_WP_000102539.1_3741	NC_000913.3_cds_NP_414992.1_450	0.98	552	K8943_RS19175	b0459
NZ_CP082949.1_cds_WP_000102907.1_1118	NC_000913.3_cds_NP_416930.1_2411	0.95	870	K8943_RS05700	b2435
NZ_CP082949.1_cds_WP_000103580.1_2286	NC_000913.3_cds_NP_417997.1_3478	0.955	1005	K8943_RS11670	b3540
