query	target	identity	alignment_length	mismatches	gap_openings	query_start	query_end	target_start	target_end	evalue	bit_score	genome_id	query_gene	target_info	target_location	strand	start	end	locus_tag	chr_id	midpoint	queryGenes_locus	locusTag_locus	set_queryGenes_locus	start_min	end_max	set_locusTag_locus	variant	Info	Cluster
AYG21329.1|CP032667.1	AP009378.1_cds_BAI57265.1_3725	0.999	690	1	0	1	690	1	690	6.108e-158	488	GCA_000010485.1	ompL	lcl|AP009378.1_cds_BAI57265.1_3725 [locus_tag=ECSF_3725] [protein=conserved hypothetical protein] [protein_id=BAI57265.1] [location=complement(4041717..4042409)] [gbkey=CDS]	complement(4041717..4042409)	-	4041717	4042409	ECSF_3725	AP009378.1	4042063.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECSF_3725/ECSF_3726/ECSF_3726/ECSF_3727/ECSF_3727/ECSF_3728/ECSF_3730/ECSF_3731/ECSF_3732/ECSF_3733/ECSF_3734/ECSF_3735	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4041717	4054339	ECSF_3725~ECSF_3726~ECSF_3727~ECSF_3728~ECSF_3730~ECSF_3731~ECSF_3732~ECSF_3733~ECSF_3734~ECSF_3735	long		6 (B2)
AYG21327.1|CP032667.1	AP009378.1_cds_BAI57266.1_3726	0.688	1365	423	0	10	1374	1	1356	3.027e-201	626	GCA_000010485.1	yihP	lcl|AP009378.1_cds_BAI57266.1_3726 [locus_tag=ECSF_3726] [protein=putative transport protein] [protein_id=BAI57266.1] [location=complement(4042477..4043880)] [gbkey=CDS]	complement(4042477..4043880)	-	4042477	4043880	ECSF_3726	AP009378.1	4043178.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECSF_3725/ECSF_3726/ECSF_3726/ECSF_3727/ECSF_3727/ECSF_3728/ECSF_3730/ECSF_3731/ECSF_3732/ECSF_3733/ECSF_3734/ECSF_3735	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4041717	4054339	ECSF_3725~ECSF_3726~ECSF_3727~ECSF_3728~ECSF_3730~ECSF_3731~ECSF_3732~ECSF_3733~ECSF_3734~ECSF_3735	long		6 (B2)
AYG21327.1|CP032667.1	AP009378.1_cds_BAI57267.1_3727	0.961	1383	54	0	1	1383	1	1383	9.378999999999999e-308	933	GCA_000010485.1	yihP	lcl|AP009378.1_cds_BAI57267.1_3727 [locus_tag=ECSF_3727] [protein=putative transport protein] [protein_id=BAI57267.1] [location=complement(4043923..4045308)] [gbkey=CDS]	complement(4043923..4045308)	-	4043923	4045308	ECSF_3727	AP009378.1	4044615.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECSF_3725/ECSF_3726/ECSF_3726/ECSF_3727/ECSF_3727/ECSF_3728/ECSF_3730/ECSF_3731/ECSF_3732/ECSF_3733/ECSF_3734/ECSF_3735	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4041717	4054339	ECSF_3725~ECSF_3726~ECSF_3727~ECSF_3728~ECSF_3730~ECSF_3731~ECSF_3732~ECSF_3733~ECSF_3734~ECSF_3735	long		6 (B2)
AYG21326.1|CP032667.1	AP009378.1_cds_BAI57268.1_3728	1.0	2034	0	0	1	2034	1	2034	0.0	1448	GCA_000010485.1	yihQ	lcl|AP009378.1_cds_BAI57268.1_3728 [locus_tag=ECSF_3728] [protein=putative glycosidase] [protein_id=BAI57268.1] [location=complement(4045354..4047390)] [gbkey=CDS]	complement(4045354..4047390)	-	4045354	4047390	ECSF_3728	AP009378.1	4046372.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECSF_3725/ECSF_3726/ECSF_3726/ECSF_3727/ECSF_3727/ECSF_3728/ECSF_3730/ECSF_3731/ECSF_3732/ECSF_3733/ECSF_3734/ECSF_3735	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4041717	4054339	ECSF_3725~ECSF_3726~ECSF_3727~ECSF_3728~ECSF_3730~ECSF_3731~ECSF_3732~ECSF_3733~ECSF_3734~ECSF_3735	long		6 (B2)
AYG21325.1|CP032667.1	AP009378.1_cds_BAI57270.1_3730	0.974	894	23	0	25	918	1	894	3.723e-200	614	GCA_000010485.1	yihR	lcl|AP009378.1_cds_BAI57270.1_3730 [locus_tag=ECSF_3730] [protein=putative aldose-1-epimerase] [protein_id=BAI57270.1] [location=complement(4048432..4049334)] [gbkey=CDS]	complement(4048432..4049334)	-	4048432	4049334	ECSF_3730	AP009378.1	4048883.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECSF_3725/ECSF_3726/ECSF_3726/ECSF_3727/ECSF_3727/ECSF_3728/ECSF_3730/ECSF_3731/ECSF_3732/ECSF_3733/ECSF_3734/ECSF_3735	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4041717	4054339	ECSF_3725~ECSF_3726~ECSF_3727~ECSF_3728~ECSF_3730~ECSF_3731~ECSF_3732~ECSF_3733~ECSF_3734~ECSF_3735	long		6 (B2)
AYG21324.1|CP032667.1	AP009378.1_cds_BAI57271.1_3731	1.0	1239	0	0	1	1239	1	1239	1.642e-297	901	GCA_000010485.1	yihS	lcl|AP009378.1_cds_BAI57271.1_3731 [locus_tag=ECSF_3731] [protein=conserved hypothetical protein] [protein_id=BAI57271.1] [location=complement(4049401..4050642)] [gbkey=CDS]	complement(4049401..4050642)	-	4049401	4050642	ECSF_3731	AP009378.1	4050021.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECSF_3725/ECSF_3726/ECSF_3726/ECSF_3727/ECSF_3727/ECSF_3728/ECSF_3730/ECSF_3731/ECSF_3732/ECSF_3733/ECSF_3734/ECSF_3735	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4041717	4054339	ECSF_3725~ECSF_3726~ECSF_3727~ECSF_3728~ECSF_3730~ECSF_3731~ECSF_3732~ECSF_3733~ECSF_3734~ECSF_3735	long		6 (B2)
AYG21323.1|CP032667.1	AP009378.1_cds_BAI57272.1_3732	0.944	876	49	0	1	876	1	876	7.589e-189	580	GCA_000010485.1	yihT	lcl|AP009378.1_cds_BAI57272.1_3732 [locus_tag=ECSF_3732] [protein=putative aldolase] [protein_id=BAI57272.1] [location=complement(4050658..4051536)] [gbkey=CDS]	complement(4050658..4051536)	-	4050658	4051536	ECSF_3732	AP009378.1	4051097.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECSF_3725/ECSF_3726/ECSF_3726/ECSF_3727/ECSF_3727/ECSF_3728/ECSF_3730/ECSF_3731/ECSF_3732/ECSF_3733/ECSF_3734/ECSF_3735	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4041717	4054339	ECSF_3725~ECSF_3726~ECSF_3727~ECSF_3728~ECSF_3730~ECSF_3731~ECSF_3732~ECSF_3733~ECSF_3734~ECSF_3735	long		6 (B2)
AYG21322.1|CP032667.1	AP009378.1_cds_BAI57273.1_3733	0.913	894	78	0	1	894	1	894	3.6400000000000006e-185	570	GCA_000010485.1	yihU	lcl|AP009378.1_cds_BAI57273.1_3733 [locus_tag=ECSF_3733] [protein=putative dehydrogenase] [protein_id=BAI57273.1] [location=complement(4051560..4052456)] [gbkey=CDS]	complement(4051560..4052456)	-	4051560	4052456	ECSF_3733	AP009378.1	4052008.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECSF_3725/ECSF_3726/ECSF_3726/ECSF_3727/ECSF_3727/ECSF_3728/ECSF_3730/ECSF_3731/ECSF_3732/ECSF_3733/ECSF_3734/ECSF_3735	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4041717	4054339	ECSF_3725~ECSF_3726~ECSF_3727~ECSF_3728~ECSF_3730~ECSF_3731~ECSF_3732~ECSF_3733~ECSF_3734~ECSF_3735	long		6 (B2)
AYG21321.1|CP032667.1	AP009378.1_cds_BAI57274.1_3734	0.944	894	50	0	1	894	1	894	7.866000000000001e-193	592	GCA_000010485.1	yihV	lcl|AP009378.1_cds_BAI57274.1_3734 [locus_tag=ECSF_3734] [protein=putative kinase] [protein_id=BAI57274.1] [location=4052624..4053520] [gbkey=CDS]	4052624..4053520	+	4052624	4053520	ECSF_3734	AP009378.1	4053072.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECSF_3725/ECSF_3726/ECSF_3726/ECSF_3727/ECSF_3727/ECSF_3728/ECSF_3730/ECSF_3731/ECSF_3732/ECSF_3733/ECSF_3734/ECSF_3735	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4041717	4054339	ECSF_3725~ECSF_3726~ECSF_3727~ECSF_3728~ECSF_3730~ECSF_3731~ECSF_3732~ECSF_3733~ECSF_3734~ECSF_3735	long		6 (B2)
AYG21320.1|CP032667.1	AP009378.1_cds_BAI57275.1_3735	0.932	783	53	0	1	783	1	783	1.172e-165	512	GCA_000010485.1	yihW	lcl|AP009378.1_cds_BAI57275.1_3735 [locus_tag=ECSF_3735] [protein=putative transcriptional regulator] [protein_id=BAI57275.1] [location=4053554..4054339] [gbkey=CDS]	4053554..4054339	+	4053554	4054339	ECSF_3735	AP009378.1	4053946.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECSF_3725/ECSF_3726/ECSF_3726/ECSF_3727/ECSF_3727/ECSF_3728/ECSF_3730/ECSF_3731/ECSF_3732/ECSF_3733/ECSF_3734/ECSF_3735	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4041717	4054339	ECSF_3725~ECSF_3726~ECSF_3727~ECSF_3728~ECSF_3730~ECSF_3731~ECSF_3732~ECSF_3733~ECSF_3734~ECSF_3735	long		6 (B2)
AYG21320.1|CP032667.1	AP010953.1_cds_BAI27869.1_4706	0.935	783	51	0	1	783	1	783	2.8960000000000005e-166	514	GCA_000091005.1	yihW	lcl|AP010953.1_cds_BAI27869.1_4706 [gene=yihW] [locus_tag=ECO26_4706] [protein=predicted DNA-binding transcriptional regulator] [protein_id=BAI27869.1] [location=complement(4703377..4704162)] [gbkey=CDS]	complement(4703377..4704162)	-	4703377	4704162	ECO26_4706	AP010953.1	4703769.5	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO26_4715/ECO26_4714/ECO26_4714/ECO26_4713/ECO26_4713/ECO26_4712/ECO26_4711/ECO26_4710/ECO26_4709/ECO26_4708/ECO26_4707/ECO26_4706	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4703377	4715228	ECO26_4706~ECO26_4707~ECO26_4708~ECO26_4709~ECO26_4710~ECO26_4711~ECO26_4712~ECO26_4713~ECO26_4714~ECO26_4715	long	STEC	7 (B1)
AYG21321.1|CP032667.1	AP010953.1_cds_BAI27870.1_4707	0.956	894	39	0	1	894	1	894	9.158e-196	601	GCA_000091005.1	yihV	lcl|AP010953.1_cds_BAI27870.1_4707 [gene=yihV] [locus_tag=ECO26_4707] [protein=predicted sugar kinase] [protein_id=BAI27870.1] [location=complement(4704196..4705092)] [gbkey=CDS]	complement(4704196..4705092)	-	4704196	4705092	ECO26_4707	AP010953.1	4704644.0	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO26_4715/ECO26_4714/ECO26_4714/ECO26_4713/ECO26_4713/ECO26_4712/ECO26_4711/ECO26_4710/ECO26_4709/ECO26_4708/ECO26_4707/ECO26_4706	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4703377	4715228	ECO26_4706~ECO26_4707~ECO26_4708~ECO26_4709~ECO26_4710~ECO26_4711~ECO26_4712~ECO26_4713~ECO26_4714~ECO26_4715	long	STEC	7 (B1)
AYG21322.1|CP032667.1	AP010953.1_cds_BAI27871.1_4708	0.935	894	58	0	1	894	1	894	1.063e-190	586	GCA_000091005.1	yihU	lcl|AP010953.1_cds_BAI27871.1_4708 [gene=yihU] [locus_tag=ECO26_4708] [protein=predicted oxidoreductase] [protein_id=BAI27871.1] [location=4705260..4706156] [gbkey=CDS]	4705260..4706156	+	4705260	4706156	ECO26_4708	AP010953.1	4705708.0	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO26_4715/ECO26_4714/ECO26_4714/ECO26_4713/ECO26_4713/ECO26_4712/ECO26_4711/ECO26_4710/ECO26_4709/ECO26_4708/ECO26_4707/ECO26_4706	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4703377	4715228	ECO26_4706~ECO26_4707~ECO26_4708~ECO26_4709~ECO26_4710~ECO26_4711~ECO26_4712~ECO26_4713~ECO26_4714~ECO26_4715	long	STEC	7 (B1)
AYG21323.1|CP032667.1	AP010953.1_cds_BAI27872.1_4709	0.952	876	42	0	1	876	1	876	1.0999999999999999e-190	586	GCA_000091005.1	yihT	lcl|AP010953.1_cds_BAI27872.1_4709 [gene=yihT] [locus_tag=ECO26_4709] [protein=predicted aldolase] [protein_id=BAI27872.1] [location=4706180..4707058] [gbkey=CDS]	4706180..4707058	+	4706180	4707058	ECO26_4709	AP010953.1	4706619.0	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO26_4715/ECO26_4714/ECO26_4714/ECO26_4713/ECO26_4713/ECO26_4712/ECO26_4711/ECO26_4710/ECO26_4709/ECO26_4708/ECO26_4707/ECO26_4706	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4703377	4715228	ECO26_4706~ECO26_4707~ECO26_4708~ECO26_4709~ECO26_4710~ECO26_4711~ECO26_4712~ECO26_4713~ECO26_4714~ECO26_4715	long	STEC	7 (B1)
AYG21324.1|CP032667.1	AP010953.1_cds_BAI27873.1_4710	1.0	1239	0	0	1	1239	1	1239	4.474e-299	906	GCA_000091005.1	yihS	lcl|AP010953.1_cds_BAI27873.1_4710 [gene=yihS] [locus_tag=ECO26_4710] [protein=predicted glucosamine isomerase] [protein_id=BAI27873.1] [location=4707075..4708316] [gbkey=CDS]	4707075..4708316	+	4707075	4708316	ECO26_4710	AP010953.1	4707695.5	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO26_4715/ECO26_4714/ECO26_4714/ECO26_4713/ECO26_4713/ECO26_4712/ECO26_4711/ECO26_4710/ECO26_4709/ECO26_4708/ECO26_4707/ECO26_4706	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4703377	4715228	ECO26_4706~ECO26_4707~ECO26_4708~ECO26_4709~ECO26_4710~ECO26_4711~ECO26_4712~ECO26_4713~ECO26_4714~ECO26_4715	long	STEC	7 (B1)
AYG21325.1|CP032667.1	AP010953.1_cds_BAI27874.1_4711	0.975	900	22	0	25	924	1	900	1.014e-201	619	GCA_000091005.1	yihR	lcl|AP010953.1_cds_BAI27874.1_4711 [gene=yihR] [locus_tag=ECO26_4711] [protein=predicted aldose-1-epimerase] [protein_id=BAI27874.1] [location=4708454..4709356] [gbkey=CDS]	4708454..4709356	+	4708454	4709356	ECO26_4711	AP010953.1	4708905.0	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO26_4715/ECO26_4714/ECO26_4714/ECO26_4713/ECO26_4713/ECO26_4712/ECO26_4711/ECO26_4710/ECO26_4709/ECO26_4708/ECO26_4707/ECO26_4706	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4703377	4715228	ECO26_4706~ECO26_4707~ECO26_4708~ECO26_4709~ECO26_4710~ECO26_4711~ECO26_4712~ECO26_4713~ECO26_4714~ECO26_4715	long	STEC	7 (B1)
AYG21326.1|CP032667.1	AP010953.1_cds_BAI27875.1_4712	1.0	2034	0	0	1	2034	1	2034	0.0	1469	GCA_000091005.1	yihQ	lcl|AP010953.1_cds_BAI27875.1_4712 [gene=yihQ] [locus_tag=ECO26_4712] [protein=alpha-glucosidase] [protein_id=BAI27875.1] [location=4709555..4711591] [gbkey=CDS]	4709555..4711591	+	4709555	4711591	ECO26_4712	AP010953.1	4710573.0	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO26_4715/ECO26_4714/ECO26_4714/ECO26_4713/ECO26_4713/ECO26_4712/ECO26_4711/ECO26_4710/ECO26_4709/ECO26_4708/ECO26_4707/ECO26_4706	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4703377	4715228	ECO26_4706~ECO26_4707~ECO26_4708~ECO26_4709~ECO26_4710~ECO26_4711~ECO26_4712~ECO26_4713~ECO26_4714~ECO26_4715	long	STEC	7 (B1)
AYG21327.1|CP032667.1	AP010953.1_cds_BAI27876.1_4713	0.961	1383	54	0	1	1383	1	1383	1.121e-307	933	GCA_000091005.1	yihP	lcl|AP010953.1_cds_BAI27876.1_4713 [gene=yihP] [locus_tag=ECO26_4713] [protein=predicted transporter] [protein_id=BAI27876.1] [location=4711637..4713022] [gbkey=CDS]	4711637..4713022	+	4711637	4713022	ECO26_4713	AP010953.1	4712329.5	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO26_4715/ECO26_4714/ECO26_4714/ECO26_4713/ECO26_4713/ECO26_4712/ECO26_4711/ECO26_4710/ECO26_4709/ECO26_4708/ECO26_4707/ECO26_4706	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4703377	4715228	ECO26_4706~ECO26_4707~ECO26_4708~ECO26_4709~ECO26_4710~ECO26_4711~ECO26_4712~ECO26_4713~ECO26_4714~ECO26_4715	long	STEC	7 (B1)
AYG21328.1|CP032667.1	AP010953.1_cds_BAI27877.1_4714	0.955	1401	63	0	1	1401	1	1401	1.315e-309	939	GCA_000091005.1	yihO	lcl|AP010953.1_cds_BAI27877.1_4714 [gene=yihO] [locus_tag=ECO26_4714] [protein=predicted transporter] [protein_id=BAI27877.1] [location=4713065..4714468] [gbkey=CDS]	4713065..4714468	+	4713065	4714468	ECO26_4714	AP010953.1	4713766.5	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO26_4715/ECO26_4714/ECO26_4714/ECO26_4713/ECO26_4713/ECO26_4712/ECO26_4711/ECO26_4710/ECO26_4709/ECO26_4708/ECO26_4707/ECO26_4706	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4703377	4715228	ECO26_4706~ECO26_4707~ECO26_4708~ECO26_4709~ECO26_4710~ECO26_4711~ECO26_4712~ECO26_4713~ECO26_4714~ECO26_4715	long	STEC	7 (B1)
AYG21329.1|CP032667.1	AP010953.1_cds_BAI27878.1_4715	1.0	690	0	0	1	690	1	690	1.659e-159	492	GCA_000091005.1	ompL	lcl|AP010953.1_cds_BAI27878.1_4715 [gene=ompL] [locus_tag=ECO26_4715] [protein=predicted outer membrane porin L] [protein_id=BAI27878.1] [location=4714536..4715228] [gbkey=CDS]	4714536..4715228	+	4714536	4715228	ECO26_4715	AP010953.1	4714882.0	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO26_4715/ECO26_4714/ECO26_4714/ECO26_4713/ECO26_4713/ECO26_4712/ECO26_4711/ECO26_4710/ECO26_4709/ECO26_4708/ECO26_4707/ECO26_4706	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4703377	4715228	ECO26_4706~ECO26_4707~ECO26_4708~ECO26_4709~ECO26_4710~ECO26_4711~ECO26_4712~ECO26_4713~ECO26_4714~ECO26_4715	long	STEC	7 (B1)
AYG21320.1|CP032667.1	AP010958.1_cds_BAI32992.1_4287	0.935	783	51	0	1	783	1	783	2.7450000000000004e-166	514	GCA_000010745.1	yihW	lcl|AP010958.1_cds_BAI32992.1_4287 [gene=yihW] [locus_tag=ECO103_4287] [protein=predicted DNA-binding transcriptional regulator] [protein_id=BAI32992.1] [location=complement(4384365..4385150)] [gbkey=CDS]	complement(4384365..4385150)	-	4384365	4385150	ECO103_4287	AP010958.1	4384757.5	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO103_4296/ECO103_4295/ECO103_4295/ECO103_4294/ECO103_4294/ECO103_4293/ECO103_4292/ECO103_4291/ECO103_4290/ECO103_4289/ECO103_4288/ECO103_4287	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4384365	4396216	ECO103_4287~ECO103_4288~ECO103_4289~ECO103_4290~ECO103_4291~ECO103_4292~ECO103_4293~ECO103_4294~ECO103_4295~ECO103_4296	long	STEC	7 (B1)
AYG21321.1|CP032667.1	AP010958.1_cds_BAI32993.1_4288	0.956	894	39	0	1	894	1	894	8.676999999999999e-196	601	GCA_000010745.1	yihV	lcl|AP010958.1_cds_BAI32993.1_4288 [gene=yihV] [locus_tag=ECO103_4288] [protein=predicted sugar kinase] [protein_id=BAI32993.1] [location=complement(4385184..4386080)] [gbkey=CDS]	complement(4385184..4386080)	-	4385184	4386080	ECO103_4288	AP010958.1	4385632.0	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO103_4296/ECO103_4295/ECO103_4295/ECO103_4294/ECO103_4294/ECO103_4293/ECO103_4292/ECO103_4291/ECO103_4290/ECO103_4289/ECO103_4288/ECO103_4287	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4384365	4396216	ECO103_4287~ECO103_4288~ECO103_4289~ECO103_4290~ECO103_4291~ECO103_4292~ECO103_4293~ECO103_4294~ECO103_4295~ECO103_4296	long	STEC	7 (B1)
AYG21322.1|CP032667.1	AP010958.1_cds_BAI32994.1_4289	0.934	894	59	0	1	894	1	894	2.5929999999999997e-190	585	GCA_000010745.1	yihU	lcl|AP010958.1_cds_BAI32994.1_4289 [gene=yihU] [locus_tag=ECO103_4289] [protein=predicted oxidoreductase] [protein_id=BAI32994.1] [location=4386248..4387144] [gbkey=CDS]	4386248..4387144	+	4386248	4387144	ECO103_4289	AP010958.1	4386696.0	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO103_4296/ECO103_4295/ECO103_4295/ECO103_4294/ECO103_4294/ECO103_4293/ECO103_4292/ECO103_4291/ECO103_4290/ECO103_4289/ECO103_4288/ECO103_4287	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4384365	4396216	ECO103_4287~ECO103_4288~ECO103_4289~ECO103_4290~ECO103_4291~ECO103_4292~ECO103_4293~ECO103_4294~ECO103_4295~ECO103_4296	long	STEC	7 (B1)
AYG21323.1|CP032667.1	AP010958.1_cds_BAI32995.1_4290	0.952	876	42	0	1	876	1	876	1.042e-190	586	GCA_000010745.1	yihT	lcl|AP010958.1_cds_BAI32995.1_4290 [gene=yihT] [locus_tag=ECO103_4290] [protein=predicted aldolase] [protein_id=BAI32995.1] [location=4387168..4388046] [gbkey=CDS]	4387168..4388046	+	4387168	4388046	ECO103_4290	AP010958.1	4387607.0	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO103_4296/ECO103_4295/ECO103_4295/ECO103_4294/ECO103_4294/ECO103_4293/ECO103_4292/ECO103_4291/ECO103_4290/ECO103_4289/ECO103_4288/ECO103_4287	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4384365	4396216	ECO103_4287~ECO103_4288~ECO103_4289~ECO103_4290~ECO103_4291~ECO103_4292~ECO103_4293~ECO103_4294~ECO103_4295~ECO103_4296	long	STEC	7 (B1)
AYG21324.1|CP032667.1	AP010958.1_cds_BAI32996.1_4291	1.0	1239	0	0	1	1239	1	1239	4.239e-299	906	GCA_000010745.1	yihS	lcl|AP010958.1_cds_BAI32996.1_4291 [gene=yihS] [locus_tag=ECO103_4291] [protein=predicted glucosamine isomerase] [protein_id=BAI32996.1] [location=4388063..4389304] [gbkey=CDS]	4388063..4389304	+	4388063	4389304	ECO103_4291	AP010958.1	4388683.5	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO103_4296/ECO103_4295/ECO103_4295/ECO103_4294/ECO103_4294/ECO103_4293/ECO103_4292/ECO103_4291/ECO103_4290/ECO103_4289/ECO103_4288/ECO103_4287	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4384365	4396216	ECO103_4287~ECO103_4288~ECO103_4289~ECO103_4290~ECO103_4291~ECO103_4292~ECO103_4293~ECO103_4294~ECO103_4295~ECO103_4296	long	STEC	7 (B1)
AYG21325.1|CP032667.1	AP010958.1_cds_BAI32997.1_4292	0.975	900	22	0	25	924	1	900	9.605e-202	619	GCA_000010745.1	yihR	lcl|AP010958.1_cds_BAI32997.1_4292 [gene=yihR] [locus_tag=ECO103_4292] [protein=predicted aldose-1-epimerase] [protein_id=BAI32997.1] [location=4389442..4390344] [gbkey=CDS]	4389442..4390344	+	4389442	4390344	ECO103_4292	AP010958.1	4389893.0	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO103_4296/ECO103_4295/ECO103_4295/ECO103_4294/ECO103_4294/ECO103_4293/ECO103_4292/ECO103_4291/ECO103_4290/ECO103_4289/ECO103_4288/ECO103_4287	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4384365	4396216	ECO103_4287~ECO103_4288~ECO103_4289~ECO103_4290~ECO103_4291~ECO103_4292~ECO103_4293~ECO103_4294~ECO103_4295~ECO103_4296	long	STEC	7 (B1)
AYG21326.1|CP032667.1	AP010958.1_cds_BAI32998.1_4293	1.0	2034	0	0	1	2034	1	2034	0.0	1470	GCA_000010745.1	yihQ	lcl|AP010958.1_cds_BAI32998.1_4293 [gene=yihQ] [locus_tag=ECO103_4293] [protein=alpha-glucosidase] [protein_id=BAI32998.1] [location=4390543..4392579] [gbkey=CDS]	4390543..4392579	+	4390543	4392579	ECO103_4293	AP010958.1	4391561.0	ompL/yihP/yihO/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ECO103_4296/ECO103_4295/ECO103_4295/ECO103_4294/ECO103_4294/ECO103_4293/ECO103_4292/ECO103_4291/ECO103_4290/ECO103_4289/ECO103_4288/ECO103_4287	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4384365	4396216	ECO103_4287~ECO103_4288~ECO103_4289~ECO103_4290~ECO103_4291~ECO103_4292~ECO103_4293~ECO103_4294~ECO103_4295~ECO103_4296	long	STEC	7 (B1)
